1641446962.0,artosis,A,2036,T,,B,1959,T,largo,24,low,753.984,victory,0,0,0,0,0,0,0,0,0,0,0,0
1641446962.0,artosis,A,2051,T,123123zxcx12,B,2007,Z,polypoid,24,low,2071.483,defeat,1,0,1,0,0,0,1,0,1,0,0,0
1641446962.0,artosis,A,2035,T,treasure1,A,2058,P,polypoid,24,low,3308.983,defeat,1,1,0,0,0,0,1,0,1,0,1,-1
1641446962.0,artosis,B,2021,T,zSweden,S,2261,Z,largo,16,low,5693.984,defeat,1,2,-1,0,1,-1,1,0,1,0,1,-1
1641446962.0,artosis,A,2175,T,hzzzz,A,2181,P,largo,24,low,6650.983,victory,1,3,-2,0,1,-1,1,0,1,0,2,-2
1641446962.0,artosis,A,2196,T,Moojisungplayer,A,,Z,polypoid,24,low,8602.483,defeat,2,3,-1,1,1,0,1,0,1,0,2,-2
1641446962.0,artosis,A,2178,T,qwe4 124123423942,A,2081,P,polypoid,24,low,9803.984,victory,2,4,-2,1,1,0,1,0,1,0,3,-3
1641446962.0,artosis,A,2188,T,TaylorDurden,A,2176,P,largo,24,low,13092.983,defeat,3,4,-1,2,1,1,1,0,1,0,3,-3
1641446962.0,artosis,A,2173,T,asiudofhiaushfe,A,2194,T,eclipse,24,low,14739.483,defeat,3,5,-2,2,2,0,1,0,1,0,3,-3
1641446962.0,artosis,A,2159,T,icandoit!,S,2347,Z,eclipse,24,low,15710.983,defeat,3,6,-3,2,2,0,1,1,0,0,3,-3
1641446962.0,artosis,A,2150,T,KIMKOEUN,A,2097,P,eclipse,24,low,16982.483,defeat,3,7,-4,2,2,0,1,1,0,0,4,-4
