1643261835.0,guessedrace_artosis,A,2172,T,3050_Dash,A,2081,P,largo,24,low,928.4830000000001,victory
1643261835.0,guessedrace_artosis,A,2183,T,log/,B,1893,P,largo,24,low,2615.483,victory
1643261835.0,guessedazcount_artosis,A,2194,T,H*”,S,2280,T,polypoid,24,low,4184.483,defeat
1643261835.0,guessedrace_artosis,A,2183,T,JOPOKZERG,B,1972,Z,largo,24,low,5064.983,victory
1643261835.0,guessedrace_artosis,A,2189,T,sdfsdfwarqwqwr,A,2103,P,eclipse,24,low,5892.983,defeat
1643261835.0,guessedrace_artosis,A,2171,T,sdfsdfwarqwqwr,A,2129,P,polypoid,24,low,6986.983,defeat
1643261835.0,guessedazcount_artosis,A,2155,T,Qr true,A,2169,T,eclipse,24,low,8319.984,defeat
1643261835.0,guessedazcount_artosis,A,2137,T,yolo.[S0sc],A,2124,T,polypoid,24,low,9329.984,victory
1643261835.0,guessedrace_artosis,A,2151,T,AJ_eClipSe,A,2064,P,eclipse,24,low,11213.483,defeat
1643261835.0,guessedazcount_artosis,A,2144,T,JEAK.1DRA,,,T,polypoid,24,low,12633.483,defeat
1643261835.0,guessedrace_artosis,A,2125,T,With_Ingyu,S,2266,P,goodnight,24,low,13281.483,defeat
1643261835.0,guessedrace_artosis,A,,T,RAIN_CHO,B,1843,R,largo,16,low,14780.483,victory
1643261835.0,guessedrace_artosis,A,2121,T,345451 dGadwadwad,S,2301,Z,polypoid,24,low,15024.983,victory
1643261835.0,guessedrace_artosis,A,2143,T,Wico’ Star,A,2203,Z,eclipse,24,low,15873.984,defeat
1643261835.0,guessedrace_artosis,A,2131,T,Bustoken,B,1773,P,polypoid,24,low,17292.483,victory
