1642569560.0,artosis,A,2159,T,afdklsjfkls,A,2158,T,goodnight,24,low,889.984,defeat
1642569560.0,artosis,A,2144,T,hoyeoncleSO,A,2219,P,eclipse,24,low,3790.483,victory
1642569560.0,artosis,A,2162,T,T.S_HatChoRy,A,2217,Z,polypoid,24,low,5004.483,victory
1642569560.0,artosis,A,2179,T,,S,2295,P,eclipse,24,low,5827.483,defeat
1642569560.0,artosis,A,2169,T,,A,2148,P,goodnight,16,low,6987.984,defeat
1642569560.0,artosis,A,2154,T,niaemechangnyun,B,1922,T,goodnight,24,low,8244.983,victory
1642569560.0,artosis,A,2160,T,Y-3,A,2052,R,eclipse,24,low,9388.983,defeat
1642569560.0,artosis,A,2141,T,choKoplay,S,2317,P,polypoid,24,low,10179.984,pending
1642569560.0,artosis,A,2141,T,bobsos,A,2170,P,eclipse,24,low,13293.984,defeat
1642569560.0,artosis,A,2128,T,hhelillo,A,2122,T,goodnight,24,low,14200.983,victory
1642569560.0,artosis,A,2142,T,afdklsjfkls,A,2167,T,polypoid,24,low,14836.983,defeat
1642569560.0,artosis,A,2129,T,LoveS2_Crown,A,2125,Z,largo,24,low,15354.483,victory
1642569560.0,artosis,A,2143,T,anfmdehdnjs,B,2016,Z,eclipse,24,low,16110.983,defeat
