1641878422.0,artosis,A,,T,Inside::pikachu,A,2051,Z,eclipse,24,low,1219.483,pending,0,0,0,0,0,0,0,0,0,0,0,0
1641878422.0,artosis,A,2109,T,(a'on,A,2127,T,eclipse,24,low,3200.983,victory,0,0,0,0,0,0,0,0,0,0,0,0
1641878422.0,artosis,A,2124,T,Red-Hazz,A,2068,P,polypoid,16,high,4667.984,victory,1,0,1,0,0,0,1,0,1,0,0,0
1641878422.0,artosis,A,2136,T,GGtossToDay,A,2167,P,eclipse,24,low,7082.483,victory,2,0,2,1,0,1,1,0,1,0,0,0
1641878422.0,artosis,A,2157,T,3050_BO0OGIE,A,2054,P,goodnight,24,low,9127.483,victory,3,0,3,2,0,2,1,0,1,0,0,0
1641878422.0,artosis,A,2171,T,MV33,A,2043,T,goodnight,20,low,10122.483,defeat,4,0,4,3,0,3,1,0,1,0,0,0
1641878422.0,artosis,A,2151,T,hasks2,,,P,eclipse,24,low,11509.483,victory,4,1,3,3,0,3,1,1,0,0,0,0
1641878422.0,artosis,A,2157,T,[33]5.Janin,A,2094,P,polypoid,24,low,12708.983,victory,5,1,4,4,0,4,1,1,0,0,0,0
1641878422.0,artosis,A,2169,T,sarahCarry,A,2094,T,polypoid,24,low,13809.984,victory,6,1,5,5,0,5,1,1,0,0,0,0
1641878422.0,artosis,A,2184,T,gagmc,A,2117,T,polypoid,24,low,16328.483,victory,7,1,6,5,0,5,2,1,1,0,0,0
