1641793942.0,artosis,B,2019,T,[Be]_Hower,,,P,eclipse,24,low,2592.983,defeat,0,0,0,0,0,0,0,0,0,0,0,0
1641793942.0,artosis,A,2126,T,blade[LMAO],,,P,eclipse,24,low,3350.983,defeat,0,1,-1,0,1,-1,0,0,0,0,0,0
1641793942.0,artosis,A,2098,T,NEVERDELETE,B,1953,Z,eclipse,24,low,4339.483,victory,0,2,-2,0,2,-2,0,0,0,0,0,0
1641793942.0,artosis,A,2107,T,PolskaLadyPrime,,,Z,largo,24,low,5156.983,victory,1,2,-1,0,2,-2,0,0,0,1,0,1
1641793942.0,artosis,A,2120,T,sdjfklisfjlsfisd,A,2058,Z,largo,24,low,7631.984,victory,2,2,0,0,2,-2,0,0,0,2,0,2
1641793942.0,artosis,A,2136,T,263736,,,Z,largo,24,low,8693.984,pending,3,2,1,0,2,-2,0,0,0,3,0,3
1641793942.0,artosis,A,2136,T,ZombielandSaga,A,2197,P,polypoid,24,low,9546.983,defeat,3,2,1,0,2,-2,0,0,0,3,0,3
1641793942.0,artosis,A,2124,T,yuhuh,A,2146,Z,largo,20,low,11945.483,defeat,3,3,0,0,3,-3,0,0,0,3,0,3
1641793942.0,artosis,A,2110,T,BangDream,B,1981,P,eclipse,24,low,13617.984,victory,3,4,-1,0,3,-3,0,0,0,3,1,2
1641793942.0,artosis,A,2119,T,YSU_Chelsea,A,2226,T,goodnight,24,low,14593.984,defeat,4,4,0,1,3,-2,0,0,0,3,1,2
1641793942.0,artosis,A,2109,T,Inside::pikachu,A,2058,Z,polypoid,24,low,15405.984,pending,4,5,-1,1,3,-2,0,1,-1,3,1,2
