1640584082.0,artosis,A,2079,T,r23ajkOS2kjrOS2k,A,2095,Z,largo,12,low,3850.983,defeat
1640584082.0,artosis,A,2065,T,otyle.control,A,2225,P,eclipse,24,low,5328.983,defeat
1640584082.0,artosis,A,2057,T,,B,2017,P,largo,24,low,8692.983,victory
1640584082.0,artosis,A,2070,T,asdasdase12sda,,,T,largo,24,low,11094.983,defeat
1640584082.0,artosis,A,2056,T,[&-GgG]WhyDt,A,2209,P,eclipse,24,low,11594.483,victory
1640584082.0,artosis,A,2077,T,iMililililz,,,Z,largo,24,low,13227.984,defeat
1640584082.0,artosis,,,T,bpppp,B,1802,R,polypoid,16,low,14904.983,victory
1640584082.0,artosis,,,T,bpppp,B,1777,R,eclipse,24,low,14943.984,victory
1640584082.0,artosis,,,T,,B,1778,P,largo,24,low,16792.483,victory
1640584082.0,artosis,,,T,Marine-3 7,,,T,polypoid,24,low,17325.984,victory
