1641361378.0,artosis,A,2109,T,Guilty-,A,2167,T,eclipse,24,low,579.984,victory,0,0,0,0,0,0,0,0,0,0,0,0
1641361378.0,artosis,A,2135,T,gumikolon,A,2121,P,polypoid,24,low,2521.984,defeat,1,0,1,0,0,0,1,0,1,0,0,0
1641361378.0,artosis,A,2120,T,jacestar,A,2153,Z,goodnight,24,low,3532.983,defeat,1,1,0,0,1,-1,1,0,1,0,0,0
1641361378.0,artosis,A,2107,T,lIilla,B,1920,T,eclipse,24,low,4509.984,defeat,1,2,-1,0,1,-1,1,0,1,0,1,-1
1641361378.0,artosis,A,2078,T,dnjscjf6308,A,2045,Z,goodnight,24,low,6720.983,defeat,1,3,-2,0,1,-1,1,1,0,0,1,-1
1641361378.0,artosis,A,2056,T,WE’ SOMA,,,Z,eclipse,24,low,7670.983,defeat,1,4,-3,0,1,-1,1,1,0,0,2,-2
1641361378.0,artosis,A,2032,T,fsfsdsdfsdfsdsd,A,2029,T,polypoid,24,low,9149.984,defeat,1,5,-4,0,1,-1,1,1,0,0,3,-3
1641361378.0,artosis,A,2125,T,OLDZERG,,,Z,largo,24,low,10410.983,defeat,1,6,-5,0,1,-1,1,2,-1,0,3,-3
1641361378.0,artosis,A,2109,T,LouisPang,A,2118,P,polypoid,24,low,11368.483,victory,1,7,-6,0,1,-1,1,2,-1,0,4,-4
1641361378.0,artosis,A,2124,T,,A,2145,P,largo,16,high,13339.984,victory,2,7,-5,1,1,0,1,2,-1,0,4,-4
1641361378.0,artosis,A,2139,T,dnjscjf6308,A,2115,Z,goodnight,24,low,14372.483,victory,3,7,-4,2,1,1,1,2,-1,0,4,-4
1641361378.0,artosis,A,2157,T,ParkGiSeok,,,Z,polypoid,24,low,15464.483,defeat,4,7,-3,2,1,1,1,2,-1,1,4,-3
1641361378.0,artosis,A,2131,T,SCMJ,S,2379,P,goodnight,24,low,16245.483,defeat,4,8,-4,2,1,1,1,2,-1,1,5,-4
1641361378.0,artosis,A,2126,T,BG2-nemu,A,2103,T,polypoid,24,extra,17269.984,victory,4,9,-5,2,2,0,1,2,-1,1,5,-4
