1646717264.0,artosis,S,2246,T,HOOK_PKIA,B,1932,Z,largo,24,low,1253.2350000000001,victory
1646717264.0,artosis,S,2251,T,,A,2113,T,eclipse,24,low,2578.059,victory
1646717264.0,artosis,S,2264,T,24Closeup,,,Z,polypoid,24,low,3369.8500000000004,victory
1646717264.0,artosis,S,2273,T,1n_Dove,S,2320,T,eclipse,24,low,4056.536,defeat
1646717264.0,artosis,S,2261,T,7898465465456465,A,2152,Z,polypoid,24,low,6329.3060000000005,defeat
1646717264.0,artosis,A,2242,T,789465465456465,A,2179,Z,largo,24,low,6753.730000000001,victory
1646717264.0,artosis,S,2254,T,789465465456465,A,2149,Z,revolver,24,low,7679.655000000001,victory
1646717264.0,artosis,S,2264,T,7777777S0S,A,2048,P,polypoid,20,extra,9021.496000000001,victory
1646717264.0,artosis,S,2272,T,,A,2190,P,largo,16,low,11085.057,defeat
1646717264.0,artosis,S,2254,T,UT,B,1932,P,polypoid,24,low,11221.193000000001,victory
1646717264.0,artosis,S,2258,T,[Chobouser],S,2282,T,largo,24,low,12082.053,defeat
1646717264.0,artosis,S,2245,T,ZerO[WHITE],A,2164,Z,polypoid,24,low,13914.884,victory
1646717264.0,artosis,S,2256,T,,A,2140,Z,largo,24,low,14508.978000000001,victory
1646717264.0,artosis,S,2266,T,GunLaiGunQu,S,2291,P,largo,20,low,15079.548,victory
1646717264.0,artosis,S,2286,T,Alguri,A,2031,P,polypoid,24,low,17214.681,victory
1646717264.0,artosis,S,2293,T,By_Rush,A,2202,Z,largo,24,low,17651.617000000002,victory
