1640323146.0,artosis,B,1980,T,gdgdgdgdhihihih,A,2050,Z,goodnight,24,low,1176.983,defeat
1640323146.0,artosis,B,1959,T,DADANEXUS,B,,T,polypoid,24,low,2382.483,victory
1640323146.0,artosis,B,1976,T,Nicegamelv,B,1814,Z,goodnight,24,low,2839.984,victory
1640323146.0,artosis,B,,T,,,,P,polypoid,24,low,3208.983,victory
1640323146.0,artosis,B,2022,T,,A,2156,P,eclipse,24,low,5841.483,victory
1640323146.0,artosis,A,2063,T,15665211224,,,T,eclipse,16,low,7216.983,victory
1640323146.0,artosis,A,2087,T,sixsense1231231,C,1694,R,polypoid,24,low,7270.983,victory
1640323146.0,artosis,A,2093,T,Able_Henry,A,2220,Z,polypoid,24,low,8653.483,defeat
1640323146.0,artosis,A,2079,T,doble,B,1809,T,largo,24,low,9128.483,defeat
1640323146.0,artosis,A,2042,T,qwedqweqweaa,A,2154,P,largo,24,low,10801.984,defeat
1640323146.0,artosis,A,2032,T,[SSG]O,S,2261,P,largo,24,low,12468.483,victory
1640323146.0,artosis,A,2065,T,JHBHIUBI,B,1978,T,polypoid,24,low,13707.483,victory
1640323146.0,artosis,A,2065,T,CuteOvO,,,P,polypoid,24,low,15038.983,victory
1640323146.0,artosis,A,2091,T,,A,2105,P,largo,24,low,16472.483,victory
