1641965424.0,artosis,A,2200,T,870780078,,,P,largo,16,low,1260.483,victory
1641965424.0,artosis,A,2217,T,SS1nNzz,S,2302,P,eclipse,24,low,1317.9840000000002,defeat
1641965424.0,artosis,A,2206,T,jyOO50,B,1915,P,eclipse,24,low,5685.483,defeat
1641965424.0,artosis,A,2181,T,,A,2096,P,goodnight,20,high,6244.983,victory
1641965424.0,artosis,A,2192,T,[GR],A,2085,Z,polypoid,24,low,7675.483,victory
1641965424.0,artosis,A,2202,T,qrngkjwaeraw,,,P,eclipse,24,low,11013.483,defeat
1641965424.0,artosis,A,2186,T,Buccaneers,S,2468,P,eclipse,20,high,12058.483,defeat
1641965424.0,artosis,A,2182,T,UK_Obito,A,2154,P,polypoid,24,low,13013.483,victory
1641965424.0,artosis,A,2195,T,,A,2146,Z,goodnight,24,low,14269.984,defeat
1641965424.0,artosis,A,2178,T,,S,2296,Z,polypoid,24,low,15827.984,defeat
