1641532622.0,artosis,B,2014,T,aj_somini.,A,2066,P,eclipse,24,low,632.4830000000001,defeat,0,0,0,0,0,0,0,0,0,0,0,0
1641532622.0,artosis,B,1997,T,[WC)]Dia,B,1970,P,eclipse,24,low,1074.483,victory,0,1,-1,0,1,-1,0,0,0,0,0,0
1641532622.0,artosis,B,2021,T,CcOll,A,2069,P,largo,24,low,2751.483,victory,1,1,0,1,1,0,0,0,0,0,0,0
1641532622.0,artosis,A,2043,T,Mp Dasu,A,2039,Z,polypoid,24,low,4317.483,victory,2,1,1,2,1,1,0,0,0,0,0,0
1641532622.0,artosis,A,2063,T,bungaejangtu,A,2043,Z,largo,24,low,7273.984,victory,3,1,2,2,1,1,0,0,0,1,0,1
1641532622.0,artosis,A,2084,T,~ effort,,,Z,polypoid,24,low,9096.983,victory,4,1,3,2,1,1,0,0,0,2,0,2
1641532622.0,artosis,A,2104,T,OOO000000000C00,A,2203,P,largo,16,high,10165.984,victory,5,1,4,2,1,1,0,0,0,3,0,3
1641532622.0,artosis,A,2136,T,Wico ’ Star,A,2127,Z,eclipse,24,low,10936.483,victory,6,1,5,3,1,2,0,0,0,3,0,3
1641532622.0,artosis,A,2162,T,caseby,A,2037,Z,largo,24,low,13196.483,victory,7,1,6,3,1,2,0,0,0,4,0,4
1641532622.0,artosis,A,2180,T,(Choice),S,2337,T,goodnight,24,low,14146.983,victory,8,1,7,3,1,2,0,0,0,5,0,5
