1644469905.0,artosis,A,2089,T,happygoquokka,B,1987,T,polypoid,14,high,3958.6670000000004,victory
1644469905.0,artosis,A,2080,T,,B,1982,P,polypoid,16,low,6513.3,victory
1644469905.0,artosis,A,2090,T,BenZ(WHITE],A,2072,Z,polypoid,16,low,6653.3,victory
1644469905.0,artosis,A,2108,T,BenZ[WHITE],A,2072,Z,largo,16,low,7897.567,victory
1644469905.0,artosis,A,2126,T,tlovecov005,B,1949,T,polypoid,16,low,8156.567,victory
1644469905.0,artosis,A,2137,T,,B,1907,P,largo,24,low,8214.567000000001,victory
1644469905.0,artosis,A,2147,T,BSL14-WoODy,A,2193,P,largo,24,low,9157.067,defeat
1644469905.0,artosis,A,2134,T,1236776857,A,2224,T,polypoid,16,low,10863.633,defeat
1644469905.0,artosis,A,2123,T,QKfancjswo,A,2125,Z,eclipse,16,low,11331.633,victory
1644469905.0,artosis,A,2138,T,Ice_JJack,S,2294,T,eclipse,16,low,12066.633,victory
1644469905.0,artosis,A,2159,T,nnasjtyjt,A,2091,P,polypoid,16,low,12132.2,defeat
1644469905.0,artosis,A,2142,T,Apx* Rhyme,A,2122,Z,polypoid,16,low,12876.7,victory
1644469905.0,artosis,A,2156,T,dfsdfethh,A,2133,Z,eclipse,16,low,14739.067,defeat
1644469905.0,artosis,A,2141,T,,A,2211,Z,polypoid,16,low,15074.067,victory
1644469905.0,artosis,A,2158,T,cheetaY,,,Z,goodnight,16,low,15421.067,defeat
1644469905.0,artosis,A,2138,T,treasure’,A,2057,P,eclipse,20,high,16318.567,victory
