1643952848.0,artosis,A,,T,WVWIVAIVWVWIAIVV,A,2121,T,polypoid,24,low,1392.9830000000002,pending
1643952848.0,artosis,,,T,SODAN12,C,1644,Z,largo,24,low,2073.483,victory
1643952848.0,artosis,,,T,,,,R,polypoid,24,low,3242.483,defeat
1643952848.0,artosis,,,T,DC_US.A,B,1957,P,goodnight,16,low,4779.984,victory
1643952848.0,artosis,,,T,Snis-568,B,1820,Z,polypoid,24,low,5724.983,victory
1643952848.0,artosis,,,T,zoomkobe24,B,1978,R,polypoid,24,low,6180.983,victory
1643952848.0,artosis,,,T,BaskinToss,A,2223,P,polypoid,24,low,8910.983,defeat
1643952848.0,artosis,,,T,24142142drsfse,B,1835,T,polypoid,24,low,10724.483,victory
1643952848.0,artosis,A,2046,T,JBH-,A,2051,Z,largo,24,low,11566.983,victory
1643952848.0,artosis,A,2073,T,MAnnersBJ,A,2128,Z,polypoid,24,low,12869.483,defeat
1643952848.0,artosis,A,2051,T,20220131,B,1819,R,polypoid,24,low,13758.983,victory
1643952848.0,artosis,A,2061,T,,C,1611,R,eclipse,16,low,14540.983,victory
1643952848.0,artosis,A,2090,T,,A,2116,Z,largo,24,low,14666.483,victory
1643952848.0,artosis,A,2122,T,JamJaHy,A,2067,P,eclipse,24,low,16269.483,victory
1643952848.0,artosis,A,2148,T,Wico’ KaMi,S,2336,P,eclipse,24,low,17190.983,defeat
