1641188086.0,artosis,A,2156,T,Play Maker,,,Z,goodnight,24,low,2477.984,defeat,0,0,0,0,0,0,0,0,0,0,0,0
1641188086.0,artosis,A,2132,T,Ozi1,,,T,eclipse,24,low,2973.984,victory,0,1,-1,0,0,0,0,0,0,0,1,-1
1641188086.0,artosis,A,2143,T,cvrtwetadfhn,A,2038,T,goodnight,24,low,3672.983,defeat,1,1,0,0,0,0,1,0,1,0,1,-1
1641188086.0,artosis,A,2024,T,PoCRL,B,1943,P,polypoid,20,high,4238.983,victory,1,2,-1,0,0,0,1,1,0,0,1,-1
1641188086.0,artosis,A,,T,Sj-cy-L,A,2056,P,polypoid,24,low,5188.483,victory,2,2,0,1,0,1,1,1,0,0,1,-1
1641188086.0,artosis,A,2142,T,howtomakewin,A,2115,Z,largo,24,low,6881.984,defeat,3,2,1,2,0,2,1,1,0,0,1,-1
1641188086.0,artosis,A,2126,T,ash Diving,A,2151,P,largo,20,high,7410.983,defeat,3,3,0,2,0,2,1,1,0,0,2,-2
1641188086.0,artosis,A,2113,T,sdhsyrtye 74664,,,P,eclipse,24,low,8049.984,victory,3,4,-1,2,1,1,1,1,0,0,2,-2
1641188086.0,artosis,A,2124,T,&-Emperor,,,Z,goodnight,24,low,9080.983,defeat,4,4,0,3,1,2,1,1,0,0,2,-2
1641188086.0,artosis,A,2110,T,,A,2099,T,polypoid,24,low,10734.483,victory,4,5,-1,3,1,2,1,1,0,0,3,-3
1641188086.0,artosis,A,2124,T,sleepy,S,2259,P,polypoid,24,low,10949.483,defeat,5,5,0,3,1,2,2,1,1,0,3,-3
1641188086.0,artosis,A,2115,T,bananahole,A,2212,T,eclipse,24,low,14068.483,defeat,5,6,-1,3,2,1,2,1,1,0,3,-3
1641188086.0,artosis,A,2105,T,asdfadsfa12,A,2114,P,eclipse,24,low,14529.483,defeat,5,7,-2,3,2,1,2,2,0,0,3,-3
1641188086.0,artosis,A,2087,T,r23ajkOS2kjrOSek,B,2006,T,polypoid,16,low,16073.984,defeat,5,8,-3,3,3,0,2,2,0,0,3,-3
1641188086.0,artosis,A,2062,T,DHRDHFGDFHG,,,Z,goodnight,24,low,17676.983,victory,5,9,-4,3,3,0,2,3,-1,0,3,-3
